City,Country,Lat,Lng,Date,Max Temp,Cloudiness,Wind Speed,Humidity
bathsheba,BB,13.22,-59.52,1587869585,80.6,75,21.92,69
mehran,IR,33.12,46.16,1587869585,59.0,75,2.24,51
yashkino,RU,55.87,85.43,1587869586,48.2,3,6.71,45
botngard,NO,63.77,9.81,1587869586,39.2,75,3.36,86
zeya,RU,53.75,127.27,1587869586,51.3,0,6.55,38
angoche,MZ,-16.23,39.91,1587869586,72.14,0,6.71,81
talakan,RU,50.32,130.37,1587869586,51.15,95,2.73,39
binzhou,CN,37.37,118.02,1587869586,66.99,99,3.0,28
lorengau,PG,-2.02,147.27,1587869586,85.78,25,2.15,68
ferkessedougou,CI,9.6,-5.2,1587869587,79.84,100,5.64,55
san jeronimo,PE,-11.95,-75.28,1587869587,50.18,98,2.13,29
haag,NL,52.08,4.3,1587869587,43.0,0,1.12,93
santa,PH,17.49,120.43,1587869538,92.12,0,9.04,51
santo angelo,BR,-28.3,-54.26,1587869587,77.0,68,5.82,61
conceicao do araguaia,BR,-8.26,-49.26,1587869587,73.74,68,1.72,90
nouakchott,MR,18.09,-15.98,1587869580,69.8,40,18.34,77
todos santos,MX,23.45,-110.22,1587869587,69.01,37,4.0,73
holme,DK,56.11,10.17,1587869588,37.99,54,7.81,93
komsomolskiy,UZ,40.43,71.72,1587869588,66.2,60,2.24,59
saint-joseph,RE,-21.37,55.62,1587869588,73.4,0,4.7,78
illapel,CL,-31.63,-71.17,1587869588,54.07,23,0.45,61
banda aceh,ID,5.56,95.32,1587869588,85.86,96,1.32,67
trincomalee,LK,8.57,81.23,1587869589,85.33,90,6.4,73
englewood,US,39.65,-104.99,1587869393,60.01,75,3.36,22
belmonte,BR,-15.86,-38.88,1587869589,75.2,75,5.82,88
koundara,GN,12.48,-13.3,1587869589,79.11,32,2.08,46
snezhnogorsk,RU,69.19,33.25,1587869589,30.2,75,6.71,92
kristinehamn,SE,59.31,14.11,1587869589,41.0,89,4.7,80
sibolga,ID,1.74,98.78,1587869589,80.91,100,0.43,75
turukhansk,RU,65.82,87.98,1587869589,32.88,0,12.88,88
taybad,IR,34.74,60.78,1587869590,71.37,0,1.12,34
hatillo,PR,18.49,-66.83,1587869590,80.01,10,1.99,78
vanimo,PG,-2.67,141.3,1587869471,88.29,75,5.84,59
fairbanks,US,64.84,-147.72,1587869477,39.2,1,6.93,23
nhulunbuy,AU,-12.23,136.77,1587869590,89.6,75,12.75,55
benjamin hill,MX,30.17,-111.1,1587869590,81.0,0,10.09,36
bonthe,SL,7.53,-12.51,1587869590,79.9,81,5.57,84
nanga eboko,CM,4.68,12.37,1587869590,71.56,64,5.79,77
tahe,CN,52.33,124.73,1587869590,50.31,8,7.27,36
sumenep,ID,-7.02,113.87,1587869591,83.91,79,4.79,72
tianpeng,CN,30.99,103.94,1587869591,75.99,100,3.58,1
portland,US,45.52,-122.68,1587869052,62.01,75,6.93,51
dolores,AR,-36.31,-57.68,1587869591,53.71,85,7.7,94
axim,GH,4.87,-2.24,1587869523,80.64,98,8.03,84
richards bay,ZA,-28.78,32.04,1587869591,68.94,93,9.42,82
rawson,AR,-43.3,-65.1,1587869591,52.5,28,12.48,80
aykhal,RU,66.0,111.5,1587869592,35.6,40,20.13,64
crotone,IT,39.09,17.12,1587869592,56.23,100,3.47,59
rumonge,BI,-3.97,29.44,1587869592,68.23,76,2.19,61
portneuf,CA,46.69,-71.89,1587869592,39.2,1,2.71,68
bandon,IE,51.75,-8.74,1587869592,52.0,75,2.24,100
fort nelson,CA,58.81,-122.7,1587869592,24.8,90,9.17,92
darnah,LY,32.77,22.64,1587869593,59.58,43,3.09,77
ayan,RU,56.45,138.17,1587869593,34.38,50,4.65,83
tessalit,ML,20.2,1.01,1587869521,82.45,87,9.4,17
mae ramat,TH,16.98,98.52,1587869593,82.4,26,0.98,61
vao,NC,-22.67,167.48,1587869472,74.59,1,14.32,65
izumo,JP,35.37,132.77,1587869594,62.6,75,13.87,67
russell,US,32.35,-85.2,1587869526,75.2,1,9.17,60
lishu,CN,43.3,124.33,1587869594,53.11,20,11.52,37
koyelga,RU,54.65,60.9,1587869594,47.88,64,18.12,46
kadubivtsi,UA,48.58,25.77,1587869594,44.01,0,10.0,79
rincon,US,32.3,-81.24,1587869594,73.4,20,11.41,88
nebolchi,RU,59.12,33.35,1587869595,30.67,98,7.07,92
dauriya,RU,49.93,116.87,1587869596,52.88,24,7.29,28
gao,ML,16.64,1.64,1587869596,86.61,55,12.64,14
dandong,CN,40.13,124.39,1587869596,59.25,40,4.92,34
nadvoitsy,RU,63.87,34.32,1587869596,29.82,95,8.16,97
bella vista,US,36.43,-94.23,1587869596,60.8,40,5.82,51
hobyo,SO,5.35,48.53,1587869596,83.53,99,7.76,75
gimbi,ET,9.17,35.83,1587869596,60.19,42,1.7,32
duns,GB,55.78,-2.35,1587869597,43.0,0,9.35,89
shelburne,CA,44.08,-80.2,1587869597,44.01,1,6.76,41
kahului,US,20.89,-156.47,1587869597,80.6,40,24.16,57
nouadhibou,MR,20.93,-17.03,1587869576,64.4,0,19.46,72
kemijarvi,FI,66.71,27.43,1587869597,26.33,41,10.02,94
labrea,BR,-7.26,-64.8,1587869597,74.86,100,2.1,95
tocache,PE,-8.18,-76.51,1587869597,72.57,76,1.03,70
prado,BR,-17.34,-39.22,1587869597,76.08,46,14.92,85
pampa,US,35.54,-100.96,1587869597,53.6,1,9.17,58
mashhad,IR,36.3,59.61,1587869597,59.0,8,4.7,87
jardim,BR,-21.48,-56.14,1587869598,74.79,18,3.89,66
vaitape,PF,-16.52,-151.75,1587869598,83.44,1,6.64,70
port blair,IN,11.67,92.75,1587869598,85.32,97,8.25,74
lagoa,PT,39.05,-27.98,1587869598,56.43,100,18.57,70
mount isa,AU,-20.73,139.5,1587869598,89.6,0,8.05,25
laguna,US,38.42,-121.42,1587869598,82.0,1,9.17,42
labuhan,ID,-6.88,112.21,1587869598,83.16,100,8.46,76
klaksvik,FO,62.23,-6.59,1587869527,41.0,90,11.41,93
bayeux,BR,-7.12,-34.93,1587869599,77.0,75,3.36,94
lae,PG,-6.72,146.98,1587869599,89.6,40,3.36,59
matagami,CA,49.75,-77.63,1587869599,32.0,75,3.36,95
soria,ES,41.67,-2.67,1587869599,48.0,89,1.07,93
cimitarra,CO,6.31,-73.95,1587869599,75.04,81,2.1,80
savannah bight,HN,16.45,-85.85,1587869599,82.74,4,30.38,78
malmesbury,ZA,-33.46,18.73,1587869599,57.0,0,5.82,93
halvad,IN,23.02,71.18,1587869600,84.79,0,13.09,61
dawei,MM,14.08,98.2,1587869600,89.53,41,3.76,52
bozova,TR,37.36,38.53,1587869600,48.2,40,2.37,100
constitucion,CL,-35.33,-72.42,1587869530,56.28,0,4.34,80
nemuro,JP,43.32,145.57,1587869600,48.2,75,1.12,87
palmares,BR,-8.68,-35.59,1587869600,72.61,16,3.87,90
katobu,ID,-4.94,122.53,1587869600,87.28,100,4.47,61
susehri,TR,40.16,38.09,1587869600,40.91,3,1.83,35
broken hill,AU,-31.95,141.43,1587869472,62.6,90,9.17,82
santa marta,CO,11.24,-74.2,1587869601,81.36,71,18.43,72
la rioja,ES,42.25,-2.5,1587869601,55.4,96,1.12,100
nalut,LY,30.33,10.85,1587869601,72.84,19,11.36,32
xinqing,CN,48.23,129.5,1587869601,46.98,97,6.91,46
tilichiki,RU,60.47,166.1,1587869601,26.37,72,5.28,95
mandalay,MM,21.97,96.08,1587869601,82.4,40,2.24,74
qinhuangdao,CN,39.93,119.59,1587869601,60.87,5,4.97,31
beyneu,KZ,45.32,55.2,1587869601,54.55,100,18.68,65
lompoc,US,34.64,-120.46,1587869458,70.0,1,8.05,63
marawi,PH,8.0,124.29,1587869602,82.99,95,8.99,81
petro-slavyanka,RU,59.8,30.51,1587869602,32.0,99,4.47,94
eagle pass,US,28.71,-100.5,1587869378,75.2,1,5.82,29
verkhniy naur,RU,43.61,45.24,1587869602,44.6,90,4.47,100
rupert,US,42.62,-113.68,1587869602,62.6,1,1.25,42
san cristobal,VE,7.77,-72.22,1587869602,68.05,40,2.39,61
madanapalle,IN,13.55,78.5,1587869602,84.45,61,6.53,44
pital,CO,2.27,-75.8,1587869603,67.73,68,1.74,58
gueugnon,FR,46.6,4.06,1587869603,53.6,98,3.02,87
kichera,RU,55.94,110.1,1587869603,52.11,97,4.72,40
antsohihy,MG,-14.88,47.99,1587869603,74.17,20,2.21,92
luanda,AO,-8.84,13.23,1587869603,75.2,75,3.36,88
kuusankoski,FI,60.91,26.62,1587869603,33.8,0,6.93,59
mayo,US,38.89,-76.51,1587869603,53.01,90,12.75,81
tupi paulista,BR,-21.38,-51.57,1587869603,70.45,1,6.44,69
saint-augustin,CA,51.23,-58.65,1587869494,30.31,11,9.62,92
sompeta,IN,18.93,84.6,1587869604,86.43,46,12.24,67
krasnoarmeysk,RU,51.02,45.7,1587869604,48.99,17,3.0,56
camacupa,AO,-12.02,17.48,1587869604,58.55,34,2.75,54
hutang,CN,31.53,119.48,1587869604,68.0,10,6.71,52
pasni,PK,25.26,63.47,1587869604,84.54,0,8.37,54
matane,CA,48.83,-67.52,1587869604,27.0,0,10.85,59
santa maria,BR,-29.68,-53.81,1587869605,72.72,58,2.68,52
imbituba,BR,-28.24,-48.67,1587869464,73.4,68,10.29,88
jonesboro,US,35.84,-90.7,1587869435,57.99,1,10.29,71
nome,US,64.5,-165.41,1587869605,37.4,1,10.29,59
tadine,NC,-21.55,167.88,1587869605,76.3,85,13.09,60
arkhara,RU,49.42,130.08,1587869605,48.49,99,6.51,45
vilhena,BR,-12.74,-60.15,1587869605,70.57,44,3.65,83
udgir,IN,18.38,77.12,1587869606,86.79,21,7.83,18
kainantu,PG,-6.29,145.87,1587869606,74.93,72,1.52,47
mbini,GQ,1.57,9.61,1587869606,77.83,100,7.96,87
cajamarca,PE,-7.16,-78.5,1587869606,54.75,77,0.58,37
